workerid,proliferate.condition,condition,first_response_value,item,item_number,item_type,response,sentence,sentence_id,trial_sequence_total,wrong_attempts,error
5335,Experiment Group,null,,5,,,0.47,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,14,,
5335,Experiment Group,filler_bad,,9006,,,0.24,What was that the movers would break feared by the family?,9006,15,,
5335,Experiment Group,that,,9,,,0.5,Ben respects the professors who we assume that established the system long ago.,1091,16,,
5335,Experiment Group,null,,3,,,0.66,Sophia identifies the researchers who we assume published the article last year.,1032,17,,
5335,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,18,,
5335,Experiment Group,that,,8,,,0.5,Charles notices the experts who you think that updated the software last month.,1081,19,,
5335,Experiment Group,filler_good,,8011,,,0.69,It seems to Nathan that Keith finished the work efficiently.,8011,20,,
5335,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,21,,
5335,Experiment Group,that,,11,,,0.55,Paul visits the technicians who we claim that processed the application earlier today.,1111,22,,
5335,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,23,,
5335,Experiment Group,null,,2,,,0.6,Mary recognizes the employees who we think completed the report very early.,1022,24,,
5311,Experiment Group,,,,practice_good,practice_good,0.98,,,0,0,
5311,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5311,Experiment Group,null,,10,,,0.01,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,1,,
5311,Experiment Group,filler_bad,,9011,,,0.04,"Refuse to write, Maria did the article.",9011,2,,
5311,Experiment Group,filler_good,,8009,,,0.01,It seems to Carla that Robert studied for the test effectively.,8009,3,,
5311,Experiment Group,that,,5,,,0.01,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,4,,
5311,Experiment Group,null,,1,,,1,Julia knows the students who you believe submitted the assignment on time.,1012,5,,
5311,Experiment Group,that,,11,,,0.51,Paul visits the technicians who we claim that processed the application earlier today.,1111,6,,
5311,Experiment Group,filler_good,,8010,,,0.18,It seems to Dave that Gregory left deliberately. ,8010,7,,
5311,Experiment Group,filler_bad,,9009,,,0,"Promise to wash, Neal did the car.",9009,8,,
5311,Experiment Group,null,,9,,,0.99,Ben respects the professors who we assume established the system long ago.,1092,9,,
5311,Experiment Group,filler_bad,,9012,,,0.02,"Tried to bury, Kimberly did the treasure chest.",9012,10,,
5311,Experiment Group,that,,8,,,0.02,Charles notices the experts who you think that updated the software last month.,1081,11,,
5311,Experiment Group,filler_good,,8011,,,0.98,It seems to Nathan that Keith finished the work efficiently.,8011,12,,
5311,Experiment Group,that,,4,,,0.03,Kate calls the workers who you say that filed the complaint this week.,1041,13,,
5311,Experiment Group,filler_good,,8003,,,0.99,Lisa likes taking vacations.,8003,14,,
5311,Experiment Group,filler_bad,,9002,,,0.01,The money was stolen the money.,9002,15,,
5311,Experiment Group,null,,3,,,0.98,Sophia identifies the researchers who we assume published the article last year.,1032,16,,
5311,Experiment Group,that,,6,,,0.12,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,17,,
5311,Experiment Group,filler_good,,8008,,,1,Joey attempted to escape through a window. ,8008,18,,
5311,Experiment Group,null,,2,,,0.98,Mary recognizes the employees who we think completed the report very early.,1022,19,,
5311,Experiment Group,filler_bad,,9001,,,0.01,John was kissed John.,9001,20,,
5311,Experiment Group,filler_good,,8012,,,0.98,It seems to Mike that Martha helped the student generously. ,8012,21,,
5311,Experiment Group,filler_bad,,9004,,,0.01,The student was punished the student.,9004,22,,
5311,Experiment Group,null,,12,,,0.46,Derek supports the directors who you suppose approved the proposal that evening.,1122,23,,
5311,Experiment Group,that,,7,,,0.04,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,24,,
5268,Experiment Group,,,,practice_good,practice_good,0.88,,,0,0,
5268,Experiment Group,,,,practice_bad,practice_bad,0.04,,,0,0,
5268,Experiment Group,null,,8,,,0.15,Charles notices the experts who you think updated the software last month.,1082,1,,
5268,Experiment Group,that,,3,,,0.48,Sophia identifies the researchers who we assume that published the article last year.,1031,2,,
5268,Experiment Group,filler_bad,,9003,,,0.03,The hedges were trimmed the hedges.,9003,3,,
5268,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,4,,
5268,Experiment Group,null,,5,,,0.15,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,5,,
5268,Experiment Group,filler_good,,8007,,,0.99,Valerie attempted to cancel her magazine subscription.,8007,6,,
5268,Experiment Group,filler_bad,,9006,,,0,What was that the movers would break feared by the family?,9006,7,,
5268,Experiment Group,that,,6,,,0.11,Emily meets the colleagues who you suppose that finalized the plan right away.,1061,8,,
5268,Experiment Group,null,,12,,,0.09,Derek supports the directors who you suppose approved the proposal that evening.,1122,9,,
5268,Experiment Group,that,,9,,,0.06,Ben respects the professors who we assume that established the system long ago.,1091,10,,
5268,Experiment Group,filler_good,,8011,,,0.81,It seems to Nathan that Keith finished the work efficiently.,8011,11,,
5268,Experiment Group,filler_bad,,9012,,,0.05,"Tried to bury, Kimberly did the treasure chest.",9012,12,,
5268,Experiment Group,filler_good,,8003,,,0.96,Lisa likes taking vacations.,8003,13,,
5268,Experiment Group,null,,2,,,0.11,Mary recognizes the employees who we think completed the report very early.,1022,14,,
5268,Experiment Group,filler_bad,,9011,,,0,"Refuse to write, Maria did the article.",9011,15,,
5268,Experiment Group,that,,7,,,0.15,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,16,,
5268,Experiment Group,that,,1,,,0.02,Julia knows the students who you believe that submitted the assignment on time.,1011,17,,
5268,Experiment Group,null,,4,,,0.06,Kate calls the workers who you say filed the complaint this week.,1042,18,,
5268,Experiment Group,filler_bad,,9010,,,0.03,"Want to eat, James did the pie.",9010,19,,
5268,Experiment Group,filler_good,,8012,,,0.26,It seems to Mike that Martha helped the student generously. ,8012,20,,
5268,Experiment Group,that,,10,,,0.14,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,21,,
5268,Experiment Group,null,,11,,,0.16,Paul visits the technicians who we claim processed the application earlier today.,1112,22,,
5268,Experiment Group,filler_good,,8004,,,0.97,Ali hates missing work. ,8004,23,,
5268,Experiment Group,filler_bad,,9008,,,0.13,Who is that the jail must release accepted by few citizens?,9008,24,,
5212,Experiment Group,,,,practice_good,practice_good,0.97,,,0,0,
5212,Experiment Group,,,,practice_bad,practice_bad,0.02,,,0,0,
5212,Experiment Group,filler_good,,8001,,,1,Joshua hates eating sushi. ,8001,1,,
5212,Experiment Group,that,,1,,,0.01,Julia knows the students who you believe that submitted the assignment on time.,1011,2,,
5212,Experiment Group,filler_bad,,9012,,,0,"Tried to bury, Kimberly did the treasure chest.",9012,3,,
5212,Experiment Group,null,,3,,,0.7,Sophia identifies the researchers who we assume published the article last year.,1032,4,,
5212,Experiment Group,filler_good,,8004,,,0.99,Ali hates missing work. ,8004,5,,
5212,Experiment Group,that,,7,,,0.23,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,6,,
5212,Experiment Group,null,,6,,,0.22,Emily meets the colleagues who you suppose finalized the plan right away.,1062,7,,
5212,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,8,,
5212,Experiment Group,filler_bad,,9003,,,0,The hedges were trimmed the hedges.,9003,9,,
5212,Experiment Group,filler_good,,8010,,,0.77,It seems to Dave that Gregory left deliberately. ,8010,10,,
5212,Experiment Group,that,,5,,,0.12,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,11,,
5212,Experiment Group,null,,9,,,0.53,Ben respects the professors who we assume established the system long ago.,1092,12,,
5212,Experiment Group,that,,8,,,0.39,Charles notices the experts who you think that updated the software last month.,1081,13,,
5212,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,14,,
5212,Experiment Group,null,,4,,,0.49,Kate calls the workers who you say filed the complaint this week.,1042,15,,
5212,Experiment Group,filler_bad,,9008,,,0.01,Who is that the jail must release accepted by few citizens?,9008,16,,
5212,Experiment Group,null,,10,,,0.4,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,17,,
5212,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,18,,
5212,Experiment Group,that,,12,,,0.39,Derek supports the directors who you suppose that approved the proposal that evening.,1121,19,,
5212,Experiment Group,filler_good,,8002,,,1,Barry likes drinking milkshakes. ,8002,20,,
5212,Experiment Group,filler_good,,8006,,,0.99,Tommy attempted to take a picture.,8006,21,,
5212,Experiment Group,that,,2,,,0.46,Mary recognizes the employees who we think that completed the report very early.,1021,22,,
5212,Experiment Group,filler_bad,,9006,,,0.04,What was that the movers would break feared by the family?,9006,23,,
5212,Experiment Group,null,,11,,,0.92,Paul visits the technicians who we claim processed the application earlier today.,1112,24,,
5271,Experiment Group,,,,practice_good,practice_good,0.78,,,0,0,
5271,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5271,Experiment Group,null,,4,,,0.15,Kate calls the workers who you say filed the complaint this week.,1042,1,,
5271,Experiment Group,filler_bad,,9012,,,0.03,"Tried to bury, Kimberly did the treasure chest.",9012,2,,
5271,Experiment Group,filler_good,,8004,,,1,Ali hates missing work. ,8004,3,,
5271,Experiment Group,that,,11,,,0.06,Paul visits the technicians who we claim that processed the application earlier today.,1111,4,,
5271,Experiment Group,null,,5,,,0.61,Janice likes the teachers who we claim reviewed the manuscript quite early.,1052,5,,
5271,Experiment Group,filler_bad,,9003,,,0.02,The hedges were trimmed the hedges.,9003,6,,
5271,Experiment Group,that,,7,,,0.52,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,7,,
5271,Experiment Group,filler_good,,8001,,,0.99,Joshua hates eating sushi. ,8001,8,,
5271,Experiment Group,filler_good,,8005,,,0.98,Vivian attempted to write short stories.,8005,9,,
5271,Experiment Group,null,,6,,,0.19,Emily meets the colleagues who you suppose finalized the plan right away.,1062,10,,
5271,Experiment Group,filler_bad,,9008,,,0.03,Who is that the jail must release accepted by few citizens?,9008,11,,
5271,Experiment Group,that,,12,,,0.43,Derek supports the directors who you suppose that approved the proposal that evening.,1121,12,,
5271,Experiment Group,filler_good,,8010,,,0.97,It seems to Dave that Gregory left deliberately. ,8010,13,,
5271,Experiment Group,null,,10,,,0.66,Daniel remembers the agents who you say archived the document pretty efficiently.,1102,14,,
5271,Experiment Group,that,,3,,,0.76,Sophia identifies the researchers who we assume that published the article last year.,1031,15,,
5271,Experiment Group,filler_bad,,9007,,,0.06,Who was that Martian kidnapped believed by no one?,9007,16,,
5271,Experiment Group,that,,8,,,0.08,Charles notices the experts who you think that updated the software last month.,1081,17,,
5271,Experiment Group,filler_good,,8006,,,0.99,Tommy attempted to take a picture.,8006,18,,
5271,Experiment Group,filler_bad,,9010,,,0.05,"Want to eat, James did the pie.",9010,19,,
5271,Experiment Group,null,,9,,,0.83,Ben respects the professors who we assume established the system long ago.,1092,20,,
5271,Experiment Group,null,,2,,,0.86,Mary recognizes the employees who we think completed the report very early.,1022,21,,
5271,Experiment Group,filler_good,,8002,,,0.98,Barry likes drinking milkshakes. ,8002,22,,
5271,Experiment Group,that,,1,,,0.84,Julia knows the students who you believe that submitted the assignment on time.,1011,23,,
5271,Experiment Group,filler_bad,,9004,,,0.02,The student was punished the student.,9004,24,,
5217,Experiment Group,,,,practice_good,practice_good,1,,,0,0,
5217,Experiment Group,,,,practice_bad,practice_bad,0,,,0,0,
5217,Experiment Group,that,,10,,,0,Daniel remembers the agents who you say that archived the document pretty efficiently.,1101,1,,
5217,Experiment Group,filler_bad,,9002,,,0,The money was stolen the money.,9002,2,,
5217,Experiment Group,null,,9,,,1,Ben respects the professors who we assume established the system long ago.,1092,3,,
5217,Experiment Group,filler_good,,8005,,,1,Vivian attempted to write short stories.,8005,4,,
5217,Experiment Group,filler_bad,,9010,,,0,"Want to eat, James did the pie.",9010,5,,
5217,Experiment Group,filler_good,,8010,,,1,It seems to Dave that Gregory left deliberately. ,8010,6,,
5217,Experiment Group,null,,11,,,1,Paul visits the technicians who we claim processed the application earlier today.,1112,7,,
5217,Experiment Group,that,,5,,,0.25,Janice likes the teachers who we claim that reviewed the manuscript quite early.,1051,8,,
5217,Experiment Group,that,,7,,,0.12,Jake encounters the secretaries who we believe that scheduled the meeting this morning.,1071,9,,
5217,Experiment Group,null,,4,,,1,Kate calls the workers who you say filed the complaint this week.,1042,10,,
